read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
bbd0e4f8-9043-4708-acdc-dceedea22b4f,chr3,6556325,6556998	-	-	937	UF-R	168	731	2	A	UF	6	52	R	2	896
55f263ab-6e6f-4452-9505-c4cf1afbec38,chr3,6556331,6557110	+	-	1005	R-F	196	947	1	T	R	1	52	F	1	970
9d4a7c1b-9e8f-47cd-99ce-be4828e134dc,chr3,6556336,6556677	+	+	432	F-UF	62	394	4	A	F	1	59	UF	2	391
68222657-56b1-4757-8b34-b55e84a46555,chr3,6556422,6557863	+	+	1286	N-N	292	1220	5	A	N	-1	313	N	0	1200
502e2223-8dd0-4fba-9300-f6f0e7a035b0,chr3,6556465,6557179	+	-	646	N-F	1	604	5	T	N	-1	22	F	1	605
1a9dd0e6-8b39-4b73-aa01-260aa9793d0e,chr3,6556481,6557934	-	-	1008	F-N	67	1007	5	A	F	1	59	N	-1	986
7d3a9f8e-7e39-43d4-b315-44d28e37130d,chr3,6556491,6557726	-	-	907	F-N	64	905	5	A	F	1	60	N	0	885
bb82d487-e861-4446-8953-7a59f444f291,chr3,6556495,6557883	-	-	1073	F-N	60	1073	5	A	F	1	58	N	0	1053
7526b862-d6b4-4f26-a2e4-edffb1f27f7c,chr3,6556580,6557089	+	-	646	N-F	123	627	5	T	N	-1	144	F	1	628
b7368039-abb2-4a54-9bf2-493afea64a32,chr3,6556580,6557883	+	-	2054	N-F	707	2012	5	T	N	-1	728	F	1	2013
585dd6d1-291e-4b20-9022-dfe14d39b036,chr3,6556580,6557883	-	-	1427	F-R	55	1351	1	A	F	1	54	R	1	1390
df4b12ea-da8d-4b4b-bb13-fffffb8140a4,chr3,6556580,6557089	-	-	647	F-R	59	563	1	A	F	1	58	R	4	614
129e460f-8498-4f48-b42b-79c09e28b365,chr3,6556589,6557376	+	-	913	R-F	85	865	1	T	R	1	50	F	1	866
1138d4cb-cf98-4cfc-9f1c-c2834affff81,chr3,6556605,6557940	-	-	1455	F-R	60	1364	1	A	F	1	58	R	1	1418
d0a3402e-a9da-4b69-a8b4-d5c276332f9a,chr3,6556605,6557940	-	-	1455	F-R	56	1365	1	A	F	1	55	R	1	1417
3ec7f5ee-4c1e-4840-8def-d610d8f30ea2,chr3,6556606,6557937	-	-	1468	UF-R	52	1382	2	A	UF	13	45	R	1	1432
37be0bad-9a45-469d-b763-e34f0a86e3dc,chr3,6556608,6557938	+	-	4983	R-F	86	1413	1	T	R	1	50	F	1	1414
a6438e4c-b866-4013-b517-7c128dd91a0a,chr3,6556618,6557938	+	-	1085	R-F	120	1039	1	T	R	1	49	F	1	1041
079f0cc9-e730-40b8-98c0-00138700ea52,chr3,6556631,6557142	-	-	666	UF-R	54	565	2	A	UF	11	48	R	1	630
dc873bd7-11f6-462e-a891-2723029d5067,chr3,6556632,6557142	+	-	629	R-F	80	587	1	T	R	1	49	F	1	588
f87f790a-cd90-40ec-add7-2fa34a4c3df0,chr3,6556632,6557142	+	-	645	R-UF	91	602	2	T	R	7	44	UF	2	603
bf618e21-7803-4706-a453-0b87d439dc37,chr3,6556638,6557131	-	-	601	N-R	60	540	2	A	N	-1	81	R	1	568
9a0eafb5-efb8-4a61-87d6-a7bfd7f3921a,chr3,6556714,6557938	+	+	905	F-F	57	865	5	A	F	1	59	F	1	867
ab2fcdb2-8bad-4cad-a5f8-4a96dba551c5,chr3,6556714,6557938	+	+	921	F-UF	57	879	4	A	F	1	59	UF	10	892
ea1f9573-e562-48a5-9aad-0f15c971393f,chr3,6556714,6557938	-	+	922	F-F	67	880	5	T	F	1	65	F	1	878
74d87f27-9f1f-4367-8a81-eb7580c897ed,chr3,6556715,6557938	+	+	905	F-F	55	863	5	A	F	1	56	F	1	864
00f2a26c-05db-4a5c-839d-0fe4b2d71e83,chr3,6556801,6557173	-	-	431	F-N	61	431	5	A	F	1	60	N	0	411
5bd97332-a950-463e-9ce3-b344cf70bc5e,chr3,6556824,6557883	+	+	1259	N-N	572	1214	5	A	N	-1	593	N	-1	1193
12f8bc0b-f6f4-467b-97f7-22e37ce15c73,chr3,6556836,6557360	+	+	593	F-F	47	549	5	A	F	1	57	F	1	550
7be61cc0-0ab1-4798-9a4a-283425d5bdeb,chr3,6556843,6557360	+	+	616	F-F	56	573	5	A	F	1	59	F	1	574
fe0639ef-8e7d-4e91-8b9c-cb2fc7c2ad45,chr3,6556843,6557875	+	+	1132	F-UF	53	1083	4	A	F	1	56	UF	2	1089
a6e8e96f-a3e0-4242-b049-0a7ffcf4c0b6,chr3,6556843,6557360	-	+	621	F-F	60	580	5	T	F	1	59	F	1	577
e958091c-cb54-45f0-bbc8-b5485cb56c16,chr3,6556843,6557938	-	+	780	F-F	59	742	5	T	F	1	58	F	1	739
090ada53-7c97-434e-950c-872f194a0d7a,chr3,6556847,6557940	+	-	755	N-F	30	712	5	T	N	0	50	F	1	713
3d582da4-86f7-4275-9ccc-554ec5ff188e,chr3,6556848,6557360	+	+	628	N-N	5	577	5	A	N	0	25	N	-1	556
aa75f372-8abd-4103-9aa5-d2fe24f22b37,chr3,6556853,6557940	-	-	1484	UF-N	60	1145	5	A	UF	3	56	N	-1	1124
d8a67bd0-89f5-46eb-99d1-1c2f34cfc1c0,chr3,6556856,6557232	-	+	442	N-N	61	442	5	T	N	-1	82	N	0	422
28b08a5e-eb41-4dae-88e5-e09d2ae2f025,chr3,6556866,6557183	-	-	380	UF-N	62	380	5	A	UF	7	57	N	0	360
335e7dcf-88e6-431b-b416-bed04fa35ee5,chr3,6556887,6557938	+	-	1406	R-UF	316	1365	2	T	R	1	48	UF	11	1375
54d3f5e4-44da-4d55-a949-211e62ced062,chr3,6556887,6557938	-	-	1346	F-R	59	1106	1	A	F	1	58	R	1	1311
84e5fbc0-f594-4adb-9edc-fc020cf15bc6,chr3,6556887,6557936	-	-	1356	UF-R	70	1108	2	A	UF	3	63	R	1	1320
b548bbc6-6c77-4984-a43b-88947b64ae1c,chr3,6556887,6557938	-	-	1358	F-R	60	1115	1	A	F	1	58	R	1	1323
7cbd8edc-2b7d-4ded-9852-bb1f09e0dd1c,chr3,6556898,6557938	+	-	4864	R-F	263	1303	1	T	R	1	50	F	1	1305
657adce4-d9ec-457e-b711-2aef56ca07ed,chr3,6556918,6557938	+	+	722	F-F	67	677	5	A	F	1	58	F	1	679
68e69891-7108-4f72-b9d4-26ae95adbece,chr3,6556921,6557921	+	-	731	N-UF	78	670	5	T	N	-1	99	UF	9	695
c12cc6e0-b719-41f7-99b9-05944a12df1c,chr3,6556930,6557357	-	-	481	F-N	63	481	5	A	F	1	58	N	0	461
aeb161f9-7892-4569-899c-356e131b38c1,chr3,6556951,6557938	+	-	629	N-F	6	582	5	T	N	0	26	F	1	584
6f6bd575-755e-4ccb-9e44-801f68496ec1,chr3,6556955,6557739	+	-	455	N-UF	30	415	5	T	N	-1	51	UF	2	415
9c7c9bef-f1ff-42d5-9b12-dd3e575b6f4f,chr3,6556963,6557938	-	-	2173	F-R	1148	2099	1	A	F	1	58	R	1	2134
be3a467e-9f6b-4bf6-814c-2bfe1c909809,chr3,6556963,6557934	-	-	1096	UF-R	65	1021	2	A	UF	13	46	R	1	1064
c6567364-c6c5-4377-84fe-b1c0cacebc4d,chr3,6556963,6557938	-	-	1118	F-R	59	1037	1	A	F	1	57	R	1	1085
03737a60-b576-4256-b7d4-5ae33a208b4a,chr3,6556972,6557938	-	-	1077	F-R	60	995	1	A	F	1	58	R	1	1045
5f543969-e881-4a0a-82a6-49b576979ab7,chr3,6557001,6557181	-	-	238	F-N	60	237	5	A	F	1	59	N	0	217
e8249467-e5e2-417d-a262-b96f410500da,chr3,6557009,6557936	-	+	1067	N-N	53	1065	5	T	N	-1	74	N	0	1045
fe8be28e-aeb1-4237-8908-dbecfa6d69b0,chr3,6557037,6557938	+	-	1046	R-F	111	1002	1	T	R	1	50	F	1	1003
17797a5a-b981-453e-a414-a0d1e38e2aee,chr3,6557097,6557939	+	-	926	N-F	56	882	5	T	N	-1	77	F	1	884
1d0903e3-be32-4daa-be8c-0cde30dbbe9d,chr3,6557097,6557938	+	+	914	F-F	46	870	5	A	F	1	49	F	1	872
b6a40ce6-d739-4a93-95b4-5ef3432b6abf,chr3,6557097,6557938	+	+	926	F-F	52	882	5	A	F	1	55	F	1	884
d94f116c-f2e3-4d75-a34e-dd17d8168979,chr3,6557097,6557938	+	+	925	F-UF	52	886	4	A	F	1	55	UF	11	893
1046d954-165c-4fc9-b2d4-8b6cc1bce572,chr3,6557097,6557883	-	+	870	UF-F	57	832	4	T	UF	8	51	F	1	829
22e80553-ca8f-4cf8-a970-bf9ff4098eb5,chr3,6557097,6557935	-	+	937	F-F	73	896	5	T	F	1	68	F	1	893
506fc3db-9911-4c57-8bb2-c2126d0ab8d6,chr3,6557097,6557937	-	+	913	UF-F	56	875	4	T	UF	3	53	F	1	872
51761f5b-27e0-459d-ba77-29052d63dcaf,chr3,6557097,6557933	-	+	928	UF-F	61	892	4	T	UF	7	52	F	1	889
9a195e82-a36c-4989-beaa-fa06c6127a72,chr3,6557097,6557935	-	+	936	F-F	62	894	5	T	F	1	58	F	1	891
a12b57d3-7bce-4671-a1cb-a61153af4440,chr3,6557097,6557938	-	+	921	F-F	59	884	5	T	F	1	57	F	1	881
aa6dbe28-fea7-4178-8c17-a6b123de668d,chr3,6557097,6557880	-	+	873	UF-F	59	832	4	T	UF	2	54	F	1	829
cc09587f-70ec-4b21-b990-97f653e8af3c,chr3,6557097,6557939	-	-	1585	F-N	737	1566	5	A	F	1	736	N	-1	1545
d1b4dae6-6d2c-4aab-bc4b-85c60eeffee5,chr3,6557097,6557883	-	+	882	F-F	61	841	5	T	F	1	58	F	1	838
da5e7932-1b16-49cd-9132-7aea22d110fe,chr3,6557097,6557357	-	+	364	F-F	62	324	5	T	F	1	58	F	1	321
09c095ba-689e-42cf-b428-5e4ebd9e2b32,chr3,6557098,6557915	+	+	906	F-F	57	862	5	A	F	1	58	F	1	863
b79fc77d-f531-47ff-b97f-da49b714df12,chr3,6557098,6557915	-	+	906	F-F	62	870	5	T	F	1	61	F	1	869
c8a90243-eb9a-478d-acac-bcc5a70c4d74,chr3,6557098,6557915	-	+	907	UF-F	58	866	4	T	UF	15	44	F	1	865
ea831627-0945-41cd-9dca-11349de7417f,chr3,6557098,6557915	-	+	922	F-F	59	874	5	T	F	1	58	F	1	873
09e46bec-d3cb-4027-b95d-686e73c156ee,chr3,6557099,6557445	+	-	439	UF-F	54	397	4	T	UF	15	43	F	1	398
28c8fcd7-a6c8-4608-a92a-bfda9592e897,chr3,6557099,6557935	-	-	909	F-N	63	874	5	A	F	1	59	N	-1	853
414b4590-39ec-421b-99b3-ab0056f646db,chr3,6557103,6557883	+	-	882	UF-F	61	839	4	T	UF	6	53	F	1	840
5a54e5eb-c004-4db7-939c-4c1694d19980,chr3,6557105,6557445	+	+	436	F-F	59	394	5	A	F	1	57	F	1	395
9ddf5aba-3ceb-42bc-91d9-093add66f5a5,chr3,6557105,6557875	+	-	874	UF-F	61	824	4	T	UF	8	48	F	1	831
0f5fe945-df46-4c0d-9095-4fe55854557d,chr3,6557109,6557938	+	+	926	F-F	58	887	5	A	F	1	61	F	1	889
3809ef7b-a9be-4ea0-a8c2-883e1d780205,chr3,6557109,6557938	+	-	923	UF-F	53	880	4	T	UF	2	55	F	1	882
6df2bd0f-77b2-429b-9c53-984f1b69673f,chr3,6557109,6557938	+	+	927	F-F	59	884	5	A	F	1	62	F	1	886
b892513c-6f9f-4dd1-9c26-b90f4be79489,chr3,6557109,6557938	+	+	926	F-F	54	881	5	A	F	1	57	F	1	882
d36d4f84-7fa8-4ee2-b8b6-e8c3cc44b529,chr3,6557109,6557938	+	+	932	F-F	56	886	5	A	F	1	59	F	1	887
6b8bf979-d11b-4ec4-a712-3833157b25a6,chr3,6557109,6557938	-	+	923	F-F	62	884	5	T	F	1	61	F	1	881
d50bfc07-d6b1-4520-94a5-38f7a6f79072,chr3,6557109,6557938	-	+	928	F-F	57	882	5	T	F	1	56	F	1	879
dbdb17ce-4980-448d-94ec-6726b476ab9b,chr3,6557109,6557933	-	+	934	UF-UF	67	891	4	T	UF	7	52	UF	3	892
fb73d060-fd1b-4daf-b911-d36374422615,chr3,6557112,6557777	-	-	842	UF-N	167	791	5	A	UF	12	52	N	-1	770
02af262e-d91e-4d82-a2dc-10a1679695d9,chr3,6557113,6557936	-	-	920	F-UF	62	874	4	A	F	1	58	UF	2	875
3786906b-9639-40c5-b3f5-aadf50f87f80,chr3,6557118,6557938	+	+	912	F-F	58	870	5	A	F	1	59	F	1	871
b37dee9e-0ce6-4596-8872-d19c38dc17ce,chr3,6557118,6557923	+	+	897	F-F	55	851	5	A	F	1	56	F	1	853
f04e41eb-58d0-459c-8ad2-861a9b7e89a9,chr3,6557118,6557498	+	+	471	F-F	58	432	5	A	F	1	59	F	1	433
079cac51-83fa-431c-a247-e1ca1d0b0edb,chr3,6557118,6557498	-	+	476	F-F	59	436	5	T	F	1	58	F	1	435
4e64e537-e007-45c0-aa14-4d3dd11f6a80,chr3,6557118,6557923	-	+	904	UF-F	59	861	4	T	UF	7	53	F	1	860
7188499e-668d-4ebb-8443-3dc0c0a7f1f4,chr3,6557118,6557627	-	+	611	UF-F	64	570	4	T	UF	6	58	F	1	569
7f44bd86-6106-430b-be85-f62befd925d5,chr3,6557118,6557938	-	+	910	UF-UF	58	876	4	T	UF	9	50	UF	2	875
9612ee15-5cbd-4ccd-b092-35a8fdd17d9b,chr3,6557118,6557938	-	+	913	F-F	56	868	5	T	F	1	55	F	1	867
9c343d9e-6a64-49f3-98b0-6bda25c942bc,chr3,6557118,6557936	-	+	916	F-F	65	873	5	T	F	1	61	F	1	872
b1791051-564e-4c93-9dff-ed2b08690624,chr3,6557118,6557938	-	-	906	F-UF	60	865	4	A	F	1	59	UF	9	870
bc26772a-4f30-4add-8232-f48927287e66,chr3,6557118,6557938	-	+	918	F-F	59	876	5	T	F	1	58	F	1	875
d36ff5f5-726d-48df-9a28-8c0af095d9db,chr3,6557118,6557627	-	+	595	N-F	47	555	5	T	N	-1	68	F	1	554
f89b0128-2203-42c7-aef3-aafddf7256d5,chr3,6557118,6557938	-	+	905	F-F	58	866	5	T	F	1	57	F	1	865
48a1aa9b-9d3d-4f0f-b357-d4951d15ad49,chr3,6557121,6557939	+	+	931	UF-UF	76	885	4	A	UF	2	56	UF	11	897
ac19c509-5358-47ef-945a-0fa9939e1b2c,chr3,6557121,6557942	+	+	919	UF-UF	59	871	4	A	UF	4	55	UF	12	883
bd4d2e8a-cf6f-455e-82b1-1876682f5549,chr3,6557124,6557438	-	-	422	F-UF	62	378	4	A	F	1	56	UF	2	382
bd8f3958-d159-456f-a7cb-a98109bc138b,chr3,6557167,6557883	-	-	836	F-R	62	752	1	A	F	1	60	R	1	797
93948990-1a73-44b8-a952-b1c59bc8d867,chr3,6557173,6557938	+	-	891	R-F	93	846	1	T	R	1	52	F	1	848
bae1181f-c63f-4fd6-94aa-eecbc9fbd8c8,chr3,6557173,6557938	+	-	876	N-F	73	830	5	T	N	-1	94	F	1	832
fdaa9306-0610-4993-abc0-369b590095af,chr3,6557173,6557938	+	-	927	R-F	115	881	1	T	R	1	48	F	1	883
ba2c5e12-2290-4b72-8b91-40f6edfc3d1c,chr3,6557211,6557938	+	-	908	R-F	142	858	1	T	R	1	49	F	1	859
bd22ed1e-5839-4506-ba9c-fed6f9c22cad,chr3,6557211,6557938	+	-	896	R-F	113	852	1	T	R	1	50	F	1	853
dda7e5be-bef7-451a-b6ae-b02887f127d4,chr3,6557211,6557938	+	-	879	R-UF	119	834	2	T	R	1	52	UF	14	845
23d67364-1a16-4da3-9f23-20e21e84b2ba,chr3,6557215,6557820	-	-	1713	N-R	152	721	2	A	N	-1	173	R	3	1683
1f9161b7-4bde-46d2-ae22-2be3e6328d9e,chr3,6557219,6557938	+	-	886	R-F	135	844	1	T	R	1	50	F	1	845
7b987f75-a0b0-4d06-a806-ca5286970034,chr3,6557219,6557938	-	-	883	F-R	59	767	1	A	F	1	58	R	1	844
8dd5e537-bde9-49dc-b485-bed987177d79,chr3,6557219,6557667	-	-	553	N-R	5	448	2	A	N	0	25	R	1	517
dbd6e1aa-ce91-4d94-b81f-d1ec7cdf5bb8,chr3,6557219,6557938	-	-	868	F-R	58	780	1	A	F	1	57	R	1	833
1ae3214c-30fb-4b14-85ca-92660d834390,chr3,6557234,6557938	-	-	818	F-R	57	744	1	A	F	1	56	R	1	783
1eff46e7-8ed9-49dd-95b0-2b5677bf424a,chr3,6557234,6557938	-	-	826	F-R	54	747	1	A	F	1	53	R	1	793
88f49da1-b8b1-4b56-a5c7-34994b55be2c,chr3,6557234,6557938	-	-	841	F-R	58	759	1	A	F	1	57	R	1	806
6afbcd33-b6f6-4f60-bb45-66c10586c669,chr3,6557235,6557927	-	-	820	F-R	69	735	1	A	F	1	59	R	1	781
89f0e10f-21cc-45f9-b070-7ead98cdb7fa,chr3,6557271,6557938	-	+	824	F-F	61	726	5	T	F	1	59	F	1	780
ea9111e9-7061-44f1-95f7-79b0c5a62f2b,chr3,6557275,6557938	+	+	765	F-F	62	723	5	A	F	1	59	F	1	724
3d00bc46-0c6f-40db-a314-38e166d195b5,chr3,6557410,6557938	+	-	569	N-F	1	525	5	T	N	0	21	F	1	528
e1c16533-f21d-4dae-8765-a4e249f3038f,chr3,6557455,6557938	+	-	569	R-F	49	528	1	T	R	1	52	F	1	529
1cc029cb-7947-4853-bbfb-e52da93789f1,chr3,6557455,6557938	-	-	575	F-R	58	542	1	A	F	1	57	R	1	539
239ab2d4-d5cc-475d-b864-05ba2442f684,chr3,6557455,6557933	-	-	582	N-R	73	550	2	A	N	-1	94	R	1	547
8f6697cf-0a21-4ec2-beaf-84ddf35a4f81,chr3,6557455,6557922	-	-	575	N-R	74	542	2	A	N	0	94	R	1	539
8661cce1-47eb-4ffb-a21d-625fc26839ec,chr3,6557458,6557932	+	-	575	R-F	51	525	1	T	R	1	50	F	1	530
6539726f-1b26-470c-9aba-23cce9da5893,chr3,6557459,6557938	+	-	544	R-F	50	525	1	T	R	2	46	F	1	526
3c2a48a1-4125-45e8-9f77-bbbe73526da6,chr3,6557460,6557938	+	-	574	N-F	57	532	5	T	N	-1	78	F	1	533
e837b7b8-dab4-43c0-90a4-fad9f78e4b7e,chr3,6557460,6557938	+	-	576	R-F	53	531	1	T	R	6	44	F	1	533
72e3fbfc-c603-4731-a14a-3d783e19d44a,chr3,6557481,6557938	+	-	545	R-UF	51	503	2	T	R	1	51	UF	2	504
35f928c4-1ed6-4f5f-9e53-35367f6f0f85,chr3,6557481,6557926	-	-	518	UF-N	69	509	5	A	UF	2	56	N	0	489
a898e035-0dd8-4d71-96a1-a6ecde47552a,chr3,6557481,6557938	-	-	533	F-R	57	500	1	A	F	1	56	R	1	500
b1886e87-1bf5-4386-ba41-a5980b697056,chr3,6557481,6557923	-	-	543	UF-R	69	505	2	A	UF	11	47	R	1	505
c67e5090-bfd9-4e93-9843-ecc58ab41ace,chr3,6557482,6557938	-	-	551	UF-R	61	514	2	A	UF	5	54	R	1	516
101d2b9d-c952-4d27-b0f4-e44110e6eca6,chr3,6557485,6557938	+	-	533	N-F	52	496	5	T	N	-1	73	F	1	497
a0c28fdc-5340-40d3-8a56-4645ece60a28,chr3,6557485,6557938	+	+	537	F-F	53	497	5	A	F	1	58	F	1	499
c7a2d1ba-80e9-45b9-8f71-05898fe05569,chr3,6557493,6557938	+	-	542	UF-F	59	497	4	T	UF	11	46	F	1	499
3d8712fc-10a0-45b0-ab63-81fd912b5334,chr3,6557494,6557938	-	+	542	F-F	60	495	5	T	F	1	58	F	1	499
a3cc3dd4-c875-4e65-b295-a390540bc40b,chr3,6557516,6557935	-	-	509	UF-R	64	482	2	A	UF	11	47	R	1	471
4a5e78dc-3586-41dd-b19b-9b327d030324,chr3,6557519,6557939	-	-	503	UF-R	57	474	2	A	UF	7	51	R	1	466
7dddd0bc-1bbd-4950-be90-99816c97dd6f,chr3,6557519,6557935	-	-	498	UF-R	60	471	2	A	UF	7	51	R	1	463
c9287805-c068-4dd5-8757-26f152bb39f8,chr3,6557519,6557928	-	-	495	F-R	71	472	1	A	F	1	59	R	1	464
3aaf45c9-dd20-40a5-91a3-a1f88cab839a,chr3,6557524,6557938	-	-	481	UF-N	58	461	5	A	UF	11	47	N	-1	440
6d6d26df-a4bd-40be-9d3d-000975b26886,chr3,6557537,6557820	-	-	416	F-R	58	332	1	A	F	1	57	R	1	379
0f7bb92c-77dd-41d4-8336-2512eecbfab8,chr3,6557540,6557936	+	-	1293	UF-F	870	1261	4	T	UF	2	57	F	1	1263
34cb1d09-ab84-41fe-960a-61c974bce62d,chr3,6557540,6557942	+	+	563	F-F	105	510	5	A	F	1	61	F	1	512
69ceac3a-3ac5-407e-8687-f53dde9597a1,chr3,6557540,6557938	+	+	576	F-F	135	533	5	A	F	1	59	F	1	535
8b8407cf-032a-4d11-804d-91884e638c14,chr3,6557540,6557938	+	+	539	F-F	103	493	5	A	F	1	57	F	1	495
92748a01-e8fe-41cf-bb91-85e6e5ab0000,chr3,6557540,6557938	+	+	550	F-F	111	503	5	A	F	1	56	F	1	505
962b3f02-08e1-4375-8615-559655fa6304,chr3,6557540,6557938	+	-	542	UF-F	103	501	4	T	UF	15	44	F	1	503
98e6d35f-a09a-498a-8da2-2d6c9ceae554,chr3,6557540,6557938	+	+	537	F-F	94	494	5	A	F	1	56	F	1	496
b3fb2dc2-084e-4ba7-a29e-09afc80d6061,chr3,6557540,6557940	+	+	543	F-F	103	500	5	A	F	1	57	F	1	502
ef917523-b984-4062-a5d5-38c8749c0104,chr3,6557540,6557938	+	-	529	UF-F	107	487	4	T	UF	15	47	F	1	489
ff9f8569-b028-48bd-afe6-933cb471af9b,chr3,6557540,6557938	+	+	531	F-F	98	489	5	A	F	1	60	F	1	490
147ce552-9951-4913-8091-0f5a71c0b70a,chr3,6557540,6557935	-	+	528	UF-F	65	449	4	T	UF	5	56	F	1	487
25c62e46-cd2d-429a-8ec6-8e7c5e0df165,chr3,6557540,6557940	-	+	538	UF-UF	61	454	4	T	UF	12	46	UF	4	499
8242120d-50b7-4cbb-afcf-ff8a4d7fc339,chr3,6557540,6557935	-	+	549	F-F	63	451	5	T	F	1	59	F	1	505
93e1ef5a-b604-4429-bd74-fde5bfc01b9c,chr3,6557540,6557938	-	+	537	UF-UF	63	451	4	T	UF	4	55	UF	4	494
e1d0b4f1-dfd2-4ddf-acd4-e297a9b9b32e,chr3,6557540,6557935	-	-	530	F-UF	62	451	4	A	F	1	58	UF	3	489
f5517a9e-bd0f-48e9-983c-edc75bb9d532,chr3,6557540,6557937	-	+	525	UF-F	59	447	4	T	UF	6	53	F	1	481
fe4be14a-e84b-48c0-a475-accfb83d37f3,chr3,6557540,6557938	-	+	537	F-F	60	452	5	T	F	1	58	F	1	492
5e99ea33-0159-4f89-8892-e4feaebcf77a,chr3,6557565,6557938	+	-	593	R-F	181	548	1	T	R	1	52	F	1	549
c8eda5e6-c7b5-4138-ac6c-efe21fdbac3e,chr3,6557569,6557773	+	-	379	R-N	144	345	2	T	R	1	51	N	0	325
0fdc3277-20f8-49da-a389-27cccc90bf60,chr3,6557584,6557886	-	+	536	F-F	61	364	5	T	F	1	59	F	1	497
045354b3-80d2-4090-a531-facc87ead609,chr3,6557602,6557884	+	-	448	R-F	128	405	1	T	R	1	50	F	1	407
4d03de6f-47e6-4f0a-84af-690c60c16980,chr3,6557602,6557884	+	-	409	N-F	87	364	5	T	N	-1	108	F	1	366
ad5633ee-1810-4fb4-bd87-59f22bb0e50e,chr3,6557602,6557884	+	-	429	R-F	101	382	1	T	R	1	47	F	1	384
e2434dcf-9045-4ea3-b0dc-4a60921d6eba,chr3,6557602,6557884	+	-	461	R-UF	136	418	2	T	R	1	50	UF	4	422
7306fe21-5070-4572-9ac8-0ac665fcddd6,chr3,6557602,6557884	-	-	430	F-R	60	341	1	A	F	1	58	R	1	392
f6847d01-2007-43c6-9182-87a23d97fb1c,chr3,6557604,6557884	+	-	801	R-F	476	756	1	T	R	1	428	F	1	757
60f99832-33dd-46f5-a388-d996ee7473e9,chr3,6557605,6557938	+	+	430	F-F	52	387	5	A	F	1	57	F	1	389
f35067c9-76eb-4984-bbb8-b9d994b1e1b5,chr3,6557605,6557938	+	+	433	F-UF	55	384	4	A	F	1	60	UF	16	403
b955b27a-675f-4462-af98-ea582befa7d5,chr3,6557605,6557937	-	+	422	UF-F	63	386	4	T	UF	6	54	F	1	381
f185a269-716a-4c6d-b675-6d942f2fe35e,chr3,6557605,6557938	-	-	483	F-R	61	393	1	A	F	1	60	R	1	444
60dde1fe-57ce-405e-8fce-6a92d576c9dd,chr3,6557608,6557884	+	-	405	R-F	88	363	1	T	R	2	50	F	1	364
424709f4-89c0-4dc7-b434-6137671d7134,chr3,6557608,6557934	-	-	416	F-UF	63	384	4	A	F	1	56	UF	11	383
dec91377-d956-4773-b2a7-9de5fc428b76,chr3,6557632,6557909	-	+	406	UF-UF	81	349	4	T	UF	11	52	UF	2	368
e714134b-58fa-4e11-b838-c94cc3f10b2e,chr3,6557675,6557886	-	-	270	UF-N	62	270	5	A	UF	15	44	N	0	250
6f457c41-d0c8-4399-8234-8448fe358dca,chr3,6557688,6557938	-	-	309	F-N	68	309	5	A	F	1	66	N	0	289
7744bfb8-98a5-433a-bd74-9d8f6ef43f5c,chr3,6557698,6557938	-	-	360	F-R	60	291	1	A	F	1	58	R	1	330
87cf5e06-5a81-4166-bcfc-24e679fb6bf4,chr3,6557701,6557885	-	-	243	F-N	60	243	5	A	F	1	59	N	-1	222
c8552410-2332-4d0d-96d0-7c1a7187ea21,chr3,6557714,6557936	+	-	303	R-UF	42	263	2	T	R	2	47	UF	2	265
512def6c-41e9-4789-a153-055a86da5df9,chr3,6557727,6557930	-	+	401	F-F	64	263	5	T	F	1	54	F	1	360
9d1aee8b-3504-45e0-9897-f5a3457fd625,chr3,6557732,6557938	-	-	345	F-R	62	262	1	A	F	1	61	R	1	312
f7174174-91f0-4952-9f2e-2b3be5bf67ac,chr3,6557765,6557931	-	-	231	UF-N	64	220	5	A	UF	2	55	N	0	200
5d17796c-f1cc-44c8-a838-73c5dc296eb1,chr3,6557781,6557910	+	-	275	R-F	107	230	1	T	R	1	50	F	1	231
623d1ba4-16f0-4843-b285-d2e86f180ee7,chr3,6557798,6557937	-	+	501	UF-F	59	199	4	T	UF	2	56	F	1	456
9ead1e72-7b79-4d09-8ea5-091433763b78,chr3,6563899,6564429	-	-	682	F-R	59	591	1	A	F	1	58	R	1	647
47d70669-3a84-43a3-97fb-e5877f26631d,chr3,6563957,6564419	+	-	2046	R-F	1551	2004	1	T	R	1	1499	F	1	2006
9ef15931-152d-45a6-8589-d8319e7a35fa,chr3,6563957,6564419	-	-	600	UF-R	60	515	2	A	UF	2	56	R	3	569
e3e1cb05-e64e-4d2d-a8a7-33d9cf1e7118,chr3,6563957,6564424	-	-	622	F-R	60	533	1	A	F	1	59	R	1	589
027d176e-1f00-4623-9e4c-251d0cebfb25,chr3,6563958,6564429	+	-	614	R-F	115	574	1	T	R	1	43	F	1	575
da6729df-b29f-4368-b002-238311839d73,chr3,6563958,6564429	+	-	633	R-F	119	587	1	T	R	1	50	F	1	588
34e376a9-887f-444e-8e8b-20621b4e9be2,chr3,6563958,6564429	-	-	634	F-R	62	546	1	A	F	1	61	R	1	597
45fac94d-3c2f-4948-be37-48be06f6c781,chr3,6563958,6564429	-	-	608	F-R	58	525	1	A	F	1	57	R	1	572
